,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
1980,São João do Manteninha,3162575,Minas Gerais,131,0.00149,0
1981,São João do Pacuí,3162658,Minas Gerais,217,0.00247,0
1982,São João do Paraíso,3162708,Minas Gerais,821,0.00935,0
1983,São João Evangelista,3162807,Minas Gerais,916,0.01043,0
1984,São João Nepomuceno,3162906,Minas Gerais,16,0.00018,0
1985,São Joaquim de Bicas,3162922,Minas Gerais,105,0.0012,0
1986,São José da Barra,3162948,Minas Gerais,18,0.00021,0
1987,São José da Safira,3163003,Minas Gerais,96,0.00109,0
1988,São José do Alegre,3163201,Minas Gerais,23,0.00026,0
1989,São José do Divino,3163300,Minas Gerais,41,0.00047,0
1990,São José do Jacuri,3163508,Minas Gerais,5,6e-05,0
1991,São Lourenço,3163706,Minas Gerais,3117,0.0355,0
1992,São Miguel do Anta,3163805,Minas Gerais,9,0.0001,0
1993,São Pedro da União,3163904,Minas Gerais,16,0.00018,0
1994,São Pedro do Suaçuí,3164100,Minas Gerais,43,0.00049,0
1995,São Roque de Minas,3164308,Minas Gerais,261,0.00297,0
1996,São Sebastião do Anta,3164472,Minas Gerais,21,0.00024,0
1997,São Sebastião do Paraíso,3164704,Minas Gerais,3756,0.04278,0
1998,São Sebastião do Rio Preto,3164803,Minas Gerais,4,5e-05,0
1999,São Sebastião do Rio Verde,3164902,Minas Gerais,2,2e-05,0
2000,São Thomé das Letras,3165206,Minas Gerais,6,7e-05,0
2001,São Vicente de Minas,3165305,Minas Gerais,55,0.00063,0
2002,Sapucaí-Mirim,3165404,Minas Gerais,32,0.00036,0
2003,Sardoá,3165503,Minas Gerais,13,0.00015,0
2004,Sarzedo,3165537,Minas Gerais,8,9e-05,0
2005,Setubinha,3165552,Minas Gerais,2,2e-05,0
2006,Senador Firmino,3165701,Minas Gerais,399,0.00454,0
2007,Senador Modestino Gonçalves,3165909,Minas Gerais,50,0.00057,0
2008,Senhora de Oliveira,3166006,Minas Gerais,2,2e-05,0
2009,Senhora do Porto,3166105,Minas Gerais,95,0.00108,0
2010,Serra Azul de Minas,3166501,Minas Gerais,565,0.00644,0
2011,Serra dos Aimorés,3166709,Minas Gerais,80,0.00091,0
2012,Serro,3167103,Minas Gerais,229,0.00261,0
2013,Sete Lagoas,3167202,Minas Gerais,8313,0.09468,0
2014,Silvianópolis,3167400,Minas Gerais,1464,0.01667,0
2015,Simonésia,3167608,Minas Gerais,17,0.00019,0
2016,Sobrália,3167707,Minas Gerais,5,6e-05,0
2017,Soledade de Minas,3167806,Minas Gerais,14,0.00016,0
2018,Tabuleiro,3167905,Minas Gerais,3,3e-05,0
2019,Taiobeiras,3168002,Minas Gerais,771,0.00878,0
2020,Tapiraí,3168200,Minas Gerais,2,2e-05,0
2021,Taquaraçu de Minas,3168309,Minas Gerais,1417,0.01614,0
2022,Tarumirim,3168408,Minas Gerais,277,0.00315,0
2023,Teixeiras,3168507,Minas Gerais,569,0.00648,0
2024,Teófilo Otoni,3168606,Minas Gerais,20689,0.23564,1
2025,Timóteo,3168705,Minas Gerais,1162,0.01323,0
2026,Tiros,3168903,Minas Gerais,109,0.00124,0
2027,Tocantins,3169000,Minas Gerais,8,9e-05,0
2028,Toledo,3169109,Minas Gerais,105,0.0012,0
2029,Tombos,3169208,Minas Gerais,46,0.00052,0
2030,Três Corações,3169307,Minas Gerais,4342,0.04945,0
2031,Três Marias,3169356,Minas Gerais,514,0.00585,0
2032,Três Pontas,3169406,Minas Gerais,59,0.00067,0
2033,Tupaciguara,3169604,Minas Gerais,932,0.01061,0
2034,Turmalina,3169703,Minas Gerais,27,0.00031,0
2035,Ubá,3169901,Minas Gerais,7128,0.08118,0
2036,Ubaporanga,3170057,Minas Gerais,234,0.00267,0
2037,Uberaba,3170107,Minas Gerais,25659,0.29224,1
2038,Uberlândia,3170206,Minas Gerais,36981,0.42119,1
2039,Unaí,3170404,Minas Gerais,2066,0.02353,0
2040,Urucânia,3170503,Minas Gerais,5,6e-05,0
2041,Urucuia,3170529,Minas Gerais,31,0.00035,0
2042,Vargem Alegre,3170578,Minas Gerais,29,0.00033,0
2043,Vargem Bonita,3170602,Minas Gerais,261,0.00297,0
2044,Varginha,3170701,Minas Gerais,1639,0.01867,1
2045,Varjão de Minas,3170750,Minas Gerais,162,0.00185,0
2046,Varzelândia,3170909,Minas Gerais,1526,0.01738,0
2047,Viçosa,3171303,Minas Gerais,9160,0.10433,0
2048,Vieiras,3171402,Minas Gerais,3,3e-05,0
2049,Virgem da Lapa,3171600,Minas Gerais,1,1e-05,0
2050,Virgínia,3171709,Minas Gerais,9,0.0001,0
2051,Virginópolis,3171808,Minas Gerais,21,0.00024,0
2052,Virgolândia,3171907,Minas Gerais,63,0.00072,0
2053,Visconde do Rio Branco,3172004,Minas Gerais,476,0.00542,0
2054,Volta Grande,3172103,Minas Gerais,1,1e-05,0
2055,Afonso Cláudio,3200102,Espírito Santo,2001,0.02279,0
2056,Águia Branca,3200136,Espírito Santo,330,0.00376,0
2057,Alegre,3200201,Espírito Santo,4081,0.04648,0
2058,Alto Rio Novo,3200359,Espírito Santo,63,0.00072,0
2059,Anchieta,3200409,Espírito Santo,307,0.0035,0
2060,Apiacá,3200508,Espírito Santo,1,1e-05,0
2061,Aracruz,3200607,Espírito Santo,718,0.00818,1
2062,Baixo Guandu,3200805,Espírito Santo,746,0.0085,0
2063,Barra de São Francisco,3200904,Espírito Santo,2846,0.03241,1
2064,Boa Esperança,3201001,Espírito Santo,155,0.00177,0
2065,Bom Jesus do Norte,3201100,Espírito Santo,339,0.00386,0
2066,Cachoeiro de Itapemirim,3201209,Espírito Santo,7976,0.09084,0
2067,Cariacica,3201308,Espírito Santo,16,0.00018,1
2068,Castelo,3201407,Espírito Santo,7,8e-05,0
2069,Colatina,3201506,Espírito Santo,4633,0.05277,1
2070,Conceição da Barra,3201605,Espírito Santo,398,0.00453,0
2071,Conceição do Castelo,3201704,Espírito Santo,4,5e-05,0
2072,Domingos Martins,3201902,Espírito Santo,45,0.00051,0
2073,Dores do Rio Preto,3202009,Espírito Santo,5,6e-05,0
2074,Fundão,3202207,Espírito Santo,34,0.00039,0
2075,Governador Lindenberg,3202256,Espírito Santo,15,0.00017,0
2076,Guaçuí,3202306,Espírito Santo,2434,0.02772,0
2077,Guarapari,3202405,Espírito Santo,1328,0.01513,0
2078,Ibatiba,3202454,Espírito Santo,579,0.00659,0
2079,Ibiraçu,3202504,Espírito Santo,17,0.00019,0
2080,Ibitirama,3202553,Espírito Santo,5,6e-05,0
2081,Iconha,3202603,Espírito Santo,424,0.00483,0
2082,Irupi,3202652,Espírito Santo,3,3e-05,0
2083,Itaguaçu,3202702,Espírito Santo,6,7e-05,0
2084,Itapemirim,3202801,Espírito Santo,7,8e-05,0
2085,Itarana,3202900,Espírito Santo,1,1e-05,0
2086,Iúna,3203007,Espírito Santo,369,0.0042,0
2087,Jaguaré,3203056,Espírito Santo,1,1e-05,0
2088,Jerônimo Monteiro,3203106,Espírito Santo,10,0.00011,0
2089,João Neiva,3203130,Espírito Santo,348,0.00396,0
2090,Linhares,3203205,Espírito Santo,5034,0.05733,0
2091,Mantenópolis,3203304,Espírito Santo,32,0.00036,0
2092,Marataízes,3203320,Espírito Santo,123,0.0014,0
2093,Marechal Floriano,3203346,Espírito Santo,90,0.00103,0
2094,Mimoso do Sul,3203403,Espírito Santo,11,0.00013,0
2095,Montanha,3203502,Espírito Santo,5,6e-05,0
2096,Mucurici,3203601,Espírito Santo,1,1e-05,0
2097,Muqui,3203809,Espírito Santo,4,5e-05,0
2098,Nova Venécia,3203908,Espírito Santo,741,0.00844,0
2099,Pancas,3204005,Espírito Santo,1,1e-05,0
2100,Pedro Canário,3204054,Espírito Santo,3,3e-05,0
2101,Pinheiros,3204104,Espírito Santo,27,0.00031,0
2102,Piúma,3204203,Espírito Santo,14,0.00016,0
2103,Presidente Kennedy,3204302,Espírito Santo,2,2e-05,0
2104,Rio Bananal,3204351,Espírito Santo,10,0.00011,0
2105,Rio Novo do Sul,3204401,Espírito Santo,2,2e-05,0
2106,Santa Leopoldina,3204500,Espírito Santo,5,6e-05,0
2107,Santa Teresa,3204609,Espírito Santo,6,7e-05,0
2108,São Domingos do Norte,3204658,Espírito Santo,48,0.00055,0
2109,São Gabriel da Palha,3204708,Espírito Santo,184,0.0021,0
2110,São José do Calçado,3204807,Espírito Santo,77,0.00088,0
2111,São Mateus,3204906,Espírito Santo,3942,0.0449,1
2112,São Roque do Canaã,3204955,Espírito Santo,1,1e-05,0
2113,Serra,3205002,Espírito Santo,738,0.00841,1
2114,Sooretama,3205010,Espírito Santo,2,2e-05,0
2115,Venda Nova do Imigrante,3205069,Espírito Santo,570,0.00649,1
2116,Viana,3205101,Espírito Santo,31,0.00035,0
2117,Vila Velha,3205200,Espírito Santo,466,0.00531,1
2118,Vitória,3205309,Espírito Santo,40560,0.46196,1
2119,Angra dos Reis,3300100,Rio de Janeiro,2525,0.02876,0
2120,Aperibé,3300159,Rio de Janeiro,79,0.0009,0
2121,Araruama,3300209,Rio de Janeiro,834,0.0095,0
2122,Areal,3300225,Rio de Janeiro,400,0.00456,0
2123,Arraial do Cabo,3300258,Rio de Janeiro,274,0.00312,0
2124,Barra do Piraí,3300308,Rio de Janeiro,2651,0.03019,0
2125,Barra Mansa,3300407,Rio de Janeiro,11386,0.12968,0
2126,Bom Jardim,3300506,Rio de Janeiro,2941,0.0335,0
2127,Bom Jesus do Itabapoana,3300605,Rio de Janeiro,28,0.00032,0
2128,Cabo Frio,3300704,Rio de Janeiro,2705,0.03081,0
2129,Cachoeiras de Macacu,3300803,Rio de Janeiro,1276,0.01453,0
2130,Cambuci,3300902,Rio de Janeiro,15,0.00017,0
2131,Carapebus,3300936,Rio de Janeiro,308,0.00351,0
2132,Campos dos Goytacazes,3301009,Rio de Janeiro,8115,0.09243,0
2133,Cantagalo,3301108,Rio de Janeiro,101,0.00115,0
2134,Cardoso Moreira,3301157,Rio de Janeiro,2,2e-05,0
2135,Carmo,3301207,Rio de Janeiro,22,0.00025,0
2136,Casimiro de Abreu,3301306,Rio de Janeiro,821,0.00935,0
2137,Conceição de Macabu,3301405,Rio de Janeiro,5,6e-05,0
2138,Cordeiro,3301504,Rio de Janeiro,37,0.00042,0
2139,Duque de Caxias,3301702,Rio de Janeiro,187,0.00213,0
2140,Iguaba Grande,3301876,Rio de Janeiro,8,9e-05,0
2141,Itaboraí,3301900,Rio de Janeiro,1,1e-05,0
2142,Itaguaí,3302007,Rio de Janeiro,44,0.0005,0
2143,Italva,3302056,Rio de Janeiro,9,0.0001,0
2144,Itaocara,3302106,Rio de Janeiro,31,0.00035,0
2145,Itaperuna,3302205,Rio de Janeiro,1904,0.02169,0
2146,Itatiaia,3302254,Rio de Janeiro,258,0.00294,0
2147,Japeri,3302270,Rio de Janeiro,20,0.00023,0
2148,Macaé,3302403,Rio de Janeiro,4272,0.04866,0
2149,Macuco,3302452,Rio de Janeiro,28,0.00032,0
2150,Magé,3302502,Rio de Janeiro,1124,0.0128,0
2151,Mendes,3302809,Rio de Janeiro,12,0.00014,0
2152,Miguel Pereira,3302908,Rio de Janeiro,1395,0.01589,0
2153,Miracema,3303005,Rio de Janeiro,119,0.00136,0
2154,Natividade,3303104,Rio de Janeiro,104,0.00118,0
2155,Niterói,3303302,Rio de Janeiro,2930,0.03337,1
2156,Nova Friburgo,3303401,Rio de Janeiro,3179,0.03621,0
2157,Nova Iguaçu,3303500,Rio de Janeiro,419,0.00477,0
2158,Paracambi,3303609,Rio de Janeiro,176,0.002,0
2159,Paraíba do Sul,3303708,Rio de Janeiro,3,3e-05,0
2160,Paraty,3303807,Rio de Janeiro,77,0.00088,0
2161,Paty do Alferes,3303856,Rio de Janeiro,1,1e-05,0
2162,Petrópolis,3303906,Rio de Janeiro,2710,0.03087,0
2163,Piraí,3304003,Rio de Janeiro,4,5e-05,0
2164,Porciúncula,3304102,Rio de Janeiro,51,0.00058,0
2165,Quatis,3304128,Rio de Janeiro,605,0.00689,0
2166,Resende,3304201,Rio de Janeiro,3679,0.0419,0
2167,Rio Bonito,3304300,Rio de Janeiro,889,0.01013,0
2168,Rio das Ostras,3304524,Rio de Janeiro,81,0.00092,0
2169,Rio de Janeiro,3304557,Rio de Janeiro,111774,1.27305,1
2170,Santo Antônio de Pádua,3304706,Rio de Janeiro,59,0.00067,0
2171,São Fidélis,3304805,Rio de Janeiro,2,2e-05,0
2172,São José do Vale do Rio Preto,3305158,Rio de Janeiro,2,2e-05,0
2173,São Pedro da Aldeia,3305208,Rio de Janeiro,1,1e-05,0
2174,Seropédica,3305554,Rio de Janeiro,21,0.00024,0
2175,Sumidouro,3305703,Rio de Janeiro,6,7e-05,0
2176,Teresópolis,3305802,Rio de Janeiro,1130,0.01287,0
2177,Três Rios,3306008,Rio de Janeiro,5727,0.06523,0
2178,Valença,3306107,Rio de Janeiro,816,0.00929,0
2179,Vassouras,3306206,Rio de Janeiro,56,0.00064,0
2180,Volta Redonda,3306305,Rio de Janeiro,4735,0.05393,0
2181,Adamantina,3500105,São Paulo,4489,0.05113,0
2182,Adolfo,3500204,São Paulo,1437,0.01637,0
2183,Aguaí,3500303,São Paulo,38,0.00043,0
2184,Águas da Prata,3500402,São Paulo,78,0.00089,0
2185,Águas de Lindóia,3500501,São Paulo,793,0.00903,0
2186,Águas de Santa Bárbara,3500550,São Paulo,1340,0.01526,0
2187,Águas de São Pedro,3500600,São Paulo,1399,0.01593,0
2188,Agudos,3500709,São Paulo,1548,0.01763,0
2189,Alfredo Marcondes,3500808,São Paulo,134,0.00153,0
2190,Altair,3500907,São Paulo,120,0.00137,0
2191,Altinópolis,3501004,São Paulo,355,0.00404,0
2192,Alto Alegre,3501103,São Paulo,452,0.00515,0
2193,Álvares Florence,3501202,São Paulo,612,0.00697,0
2194,Álvares Machado,3501301,São Paulo,1357,0.01546,0
2195,Álvaro de Carvalho,3501400,São Paulo,25,0.00028,0
2196,Alvinlândia,3501509,São Paulo,34,0.00039,0
2197,Americana,3501608,São Paulo,7271,0.08281,0
2198,Américo de Campos,3501806,São Paulo,1176,0.01339,0
2199,Amparo,3501905,São Paulo,309,0.00352,0
2200,Andradina,3502101,São Paulo,8590,0.09784,0
2201,Angatuba,3502200,São Paulo,1261,0.01436,0
2202,Anhembi,3502309,São Paulo,1,1e-05,0
2203,Anhumas,3502408,São Paulo,12,0.00014,0
2204,Aparecida,3502507,São Paulo,4163,0.04741,0
2205,Aparecida d'Oeste,3502606,São Paulo,89,0.00101,0
2206,Apiaí,3502705,São Paulo,8070,0.09191,0
2207,Araçariguama,3502754,São Paulo,1457,0.01659,0
2208,Araçatuba,3502804,São Paulo,22608,0.25749,0
2209,Araçoiaba da Serra,3502903,São Paulo,8,9e-05,0
2210,Aramina,3503000,São Paulo,138,0.00157,0
2211,Arapeí,3503158,São Paulo,783,0.00892,0
2212,Araraquara,3503208,São Paulo,11753,0.13386,0
2213,Araras,3503307,São Paulo,692,0.00788,0
2214,Areias,3503505,São Paulo,1713,0.01951,0
2215,Areiópolis,3503604,São Paulo,19,0.00022,0
2216,Ariranha,3503703,São Paulo,191,0.00218,0
2217,Artur Nogueira,3503802,São Paulo,823,0.00937,0
2218,Arujá,3503901,São Paulo,664,0.00756,0
2219,Assis,3504008,São Paulo,22523,0.25652,0
2220,Atibaia,3504107,São Paulo,4555,0.05188,0
2221,Auriflama,3504206,São Paulo,1222,0.01392,0
2222,Avaí,3504305,São Paulo,55,0.00063,0
2223,Avanhandava,3504404,São Paulo,339,0.00386,0
2224,Avaré,3504503,São Paulo,5774,0.06576,0
2225,Bady Bassitt,3504602,São Paulo,250,0.00285,0
2226,Bálsamo,3504800,São Paulo,295,0.00336,0
2227,Bananal,3504909,São Paulo,132,0.0015,0
2228,Barão de Antonina,3505005,São Paulo,1226,0.01396,0
2229,Barbosa,3505104,São Paulo,547,0.00623,0
2230,Bariri,3505203,São Paulo,964,0.01098,0
2231,Barra Bonita,3505302,São Paulo,214,0.00244,0
2232,Barretos,3505500,São Paulo,6072,0.06916,0
2233,Barrinha,3505609,São Paulo,684,0.00779,0
2234,Bastos,3505807,São Paulo,2345,0.02671,0
2235,Batatais,3505906,São Paulo,664,0.00756,0
2236,Bauru,3506003,São Paulo,18334,0.20881,1
2237,Bebedouro,3506102,São Paulo,1132,0.01289,0
2238,Bento de Abreu,3506201,São Paulo,1,1e-05,0
2239,Bernardino de Campos,3506300,São Paulo,1169,0.01331,0
2240,Bertioga,3506359,São Paulo,1582,0.01802,0
2241,Bilac,3506409,São Paulo,101,0.00115,0
2242,Birigui,3506508,São Paulo,4156,0.04733,0
2243,Biritiba Mirim,3506607,São Paulo,1,1e-05,0
2244,Boa Esperança do Sul,3506706,São Paulo,56,0.00064,0
2245,Bocaina,3506805,São Paulo,47,0.00054,0
2246,Bofete,3506904,São Paulo,2744,0.03125,0
2247,Boituva,3507001,São Paulo,2054,0.02339,0
2248,Boracéia,3507308,São Paulo,85,0.00097,0
2249,Borborema,3507407,São Paulo,1512,0.01722,0
2250,Botucatu,3507506,São Paulo,3823,0.04354,0
2251,Bragança Paulista,3507605,São Paulo,2542,0.02895,0
2252,Braúna,3507704,São Paulo,14,0.00016,0
2253,Brejo Alegre,3507753,São Paulo,1,1e-05,0
2254,Brotas,3507902,São Paulo,82,0.00093,0
2255,Buri,3508009,São Paulo,342,0.0039,0
2256,Buritama,3508108,São Paulo,899,0.01024,0
2257,Buritizal,3508207,São Paulo,3,3e-05,0
2258,Cabrália Paulista,3508306,São Paulo,1193,0.01359,0
2259,Cabreúva,3508405,São Paulo,3,3e-05,0
2260,Caçapava,3508504,São Paulo,1155,0.01315,0
2261,Cachoeira Paulista,3508603,São Paulo,2841,0.03236,0
2262,Caconde,3508702,São Paulo,105,0.0012,0
2263,Cafelândia,3508801,São Paulo,564,0.00642,0
2264,Caiabu,3508900,São Paulo,14,0.00016,0
2265,Caiuá,3509106,São Paulo,76,0.00087,0
2266,Cajati,3509254,São Paulo,3174,0.03615,0
2267,Cajobi,3509304,São Paulo,543,0.00618,0
2268,Cajuru,3509403,São Paulo,518,0.0059,0
2269,Campina do Monte Alegre,3509452,São Paulo,28,0.00032,0
2270,Campinas,3509502,São Paulo,115203,1.3121,1
2271,Campo Limpo Paulista,3509601,São Paulo,1450,0.01651,0
2272,Campos do Jordão,3509700,São Paulo,177,0.00202,0
2273,Campos Novos Paulista,3509809,São Paulo,87,0.00099,0
2274,Cananéia,3509908,São Paulo,894,0.01018,0
2275,Cândido Mota,3510005,São Paulo,68,0.00077,0
2276,Canitar,3510153,São Paulo,92,0.00105,0
2277,Capão Bonito,3510203,São Paulo,3112,0.03544,0
2278,Capela do Alto,3510302,São Paulo,383,0.00436,0
2279,Capivari,3510401,São Paulo,2923,0.03329,0
2280,Caraguatatuba,3510500,São Paulo,2448,0.02788,0
2281,Cardoso,3510708,São Paulo,186,0.00212,0
2282,Casa Branca,3510807,São Paulo,459,0.00523,0
2283,Castilho,3511003,São Paulo,57,0.00065,0
2284,Catanduva,3511102,São Paulo,8254,0.09401,0
2285,Cerqueira César,3511409,São Paulo,95,0.00108,0
2286,Cerquilho,3511508,São Paulo,1288,0.01467,0
2287,Cesário Lange,3511607,São Paulo,52,0.00059,0
2288,Charqueada,3511706,São Paulo,95,0.00108,0
2289,Clementina,3511904,São Paulo,29,0.00033,0
2290,Colina,3512001,São Paulo,566,0.00645,0
2291,Colômbia,3512100,São Paulo,9,0.0001,0
2292,Conchal,3512209,São Paulo,12,0.00014,0
2293,Conchas,3512308,São Paulo,175,0.00199,0
2294,Cordeirópolis,3512407,São Paulo,76,0.00087,0
2295,Coroados,3512506,São Paulo,20,0.00023,0
2296,Coronel Macedo,3512605,São Paulo,396,0.00451,0
2297,Cosmópolis,3512803,São Paulo,88,0.001,0
2298,Cosmorama,3512902,São Paulo,889,0.01013,0
2299,Cotia,3513009,São Paulo,49,0.00056,0
2300,Cravinhos,3513108,São Paulo,6,7e-05,0
2301,Cristais Paulista,3513207,São Paulo,614,0.00699,0
2302,Cruzália,3513306,São Paulo,186,0.00212,0
2303,Cruzeiro,3513405,São Paulo,900,0.01025,0
2304,Cubatão,3513504,São Paulo,519,0.00591,0
2305,Dobrada,3514007,São Paulo,6,7e-05,0
2306,Dois Córregos,3514106,São Paulo,83,0.00095,0
2307,Dolcinópolis,3514205,São Paulo,2321,0.02643,0
2308,Dourado,3514304,São Paulo,8,9e-05,0
2309,Dracena,3514403,São Paulo,6799,0.07744,0
2310,Duartina,3514502,São Paulo,499,0.00568,0
2311,Dumont,3514601,São Paulo,34,0.00039,0
2312,Echaporã,3514700,São Paulo,38,0.00043,0
2313,Eldorado,3514809,São Paulo,2,2e-05,0
2314,Elias Fausto,3514908,São Paulo,1,1e-05,0
2315,Embaúba,3514957,São Paulo,27,0.00031,0
2316,Embu das Artes,3515004,São Paulo,286,0.00326,0
2317,Engenheiro Coelho,3515152,São Paulo,1,1e-05,0
2318,Espírito Santo do Pinhal,3515186,São Paulo,221,0.00252,0
2319,Estrela d'Oeste,3515202,São Paulo,91,0.00104,0
2320,Estrela do Norte,3515301,São Paulo,1190,0.01355,0
2321,Euclides da Cunha Paulista,3515350,São Paulo,1261,0.01436,0
2322,Fartura,3515400,São Paulo,286,0.00326,0
2323,Fernandópolis,3515509,São Paulo,5535,0.06304,0
2324,Fernão,3515657,São Paulo,1,1e-05,0
2325,Flora Rica,3515806,São Paulo,8,9e-05,0
2326,Floreal,3515905,São Paulo,4,5e-05,0
2327,Flórida Paulista,3516002,São Paulo,7,8e-05,0
2328,Florínea,3516101,São Paulo,291,0.00331,0
2329,Franca,3516200,São Paulo,11198,0.12754,0
2330,Francisco Morato,3516309,São Paulo,126,0.00144,0
2331,Franco da Rocha,3516408,São Paulo,5,6e-05,0
2332,Gabriel Monteiro,3516507,São Paulo,43,0.00049,0
2333,Gália,3516606,São Paulo,1230,0.01401,0
2334,Garça,3516705,São Paulo,3006,0.03424,0
2335,Gastão Vidigal,3516804,São Paulo,426,0.00485,0
2336,Gavião Peixoto,3516853,São Paulo,11,0.00013,0
2337,General Salgado,3516903,São Paulo,735,0.00837,0
2338,Getulina,3517000,São Paulo,799,0.0091,0
2339,Glicério,3517109,São Paulo,2,2e-05,0
2340,Guaimbê,3517307,São Paulo,8,9e-05,0
2341,Guaíra,3517406,São Paulo,416,0.00474,0
2342,Guapiara,3517604,São Paulo,73,0.00083,0
2343,Guará,3517703,São Paulo,548,0.00624,0
2344,Guaraçaí,3517802,São Paulo,7,8e-05,0
2345,Guaraci,3517901,São Paulo,253,0.00288,0
2346,Guarani d'Oeste,3518008,São Paulo,96,0.00109,0
2347,Guarantã,3518107,São Paulo,413,0.0047,0
2348,Guararapes,3518206,São Paulo,559,0.00637,0
2349,Guaratinguetá,3518404,São Paulo,2091,0.02382,0
2350,Guareí,3518503,São Paulo,339,0.00386,0
2351,Guariba,3518602,São Paulo,466,0.00531,0
2352,Guarujá,3518701,São Paulo,171,0.00195,0
2353,Guarulhos,3518800,São Paulo,145,0.00165,1
2354,Guatapará,3518859,São Paulo,2,2e-05,0
2355,Guzolândia,3518909,São Paulo,9,0.0001,0
2356,Herculândia,3519006,São Paulo,46,0.00052,0
2357,Holambra,3519055,São Paulo,124,0.00141,0
2358,Iacanga,3519105,São Paulo,353,0.00402,0
2359,Iacri,3519204,São Paulo,383,0.00436,0
2360,Iaras,3519253,São Paulo,90,0.00103,0
2361,Ibirá,3519402,São Paulo,3393,0.03864,0
2362,Ibirarema,3519501,São Paulo,13,0.00015,0
2363,Ibitinga,3519600,São Paulo,681,0.00776,0
2364,Ibiúna,3519709,São Paulo,1261,0.01436,0
2365,Icém,3519808,São Paulo,220,0.00251,0
2366,Iepê,3519907,São Paulo,548,0.00624,0
2367,Igarapava,3520103,São Paulo,446,0.00508,0
2368,Igaratá,3520202,São Paulo,9,0.0001,0
2369,Iguape,3520301,São Paulo,256,0.00292,0
2370,Ilha Comprida,3520426,São Paulo,56,0.00064,0
2371,Ilha Solteira,3520442,São Paulo,1933,0.02202,0
2372,Indaiatuba,3520509,São Paulo,860,0.00979,0
2373,Indiana,3520608,São Paulo,7,8e-05,0
2374,Indiaporã,3520707,São Paulo,47,0.00054,0
2375,Inúbia Paulista,3520806,São Paulo,1111,0.01265,0
2376,Ipaussu,3520905,São Paulo,842,0.00959,0
2377,Iperó,3521002,São Paulo,5,6e-05,0
2378,Ipeúna,3521101,São Paulo,3,3e-05,0
2379,Ipiguá,3521150,São Paulo,85,0.00097,0
2380,Irapuã,3521507,São Paulo,80,0.00091,0
2381,Irapuru,3521606,São Paulo,118,0.00134,0
2382,Itaberá,3521705,São Paulo,108,0.00123,0
2383,Itaí,3521804,São Paulo,239,0.00272,0
2384,Itajobi,3521903,São Paulo,435,0.00495,0
2385,Itanhaém,3522109,São Paulo,1187,0.01352,0
2386,Itapetininga,3522307,São Paulo,9424,0.10733,0
2387,Itapeva,3522406,São Paulo,4391,0.05001,0
2388,Itapira,3522604,São Paulo,25,0.00028,0
2389,Itápolis,3522703,São Paulo,231,0.00263,0
2390,Itaporanga,3522802,São Paulo,549,0.00625,0
2391,Itapuí,3522901,São Paulo,218,0.00248,0
2392,Itapura,3523008,São Paulo,1,1e-05,0
2393,Itararé,3523206,São Paulo,2961,0.03372,0
2394,Itariri,3523305,São Paulo,275,0.00313,0
2395,Itatiba,3523404,São Paulo,692,0.00788,0
2396,Itatinga,3523503,São Paulo,15,0.00017,0
2397,Itirapina,3523602,São Paulo,4,5e-05,0
2398,Itirapuã,3523701,São Paulo,2,2e-05,0
2399,Itu,3523909,São Paulo,1022,0.01164,0
2400,Ituverava,3524105,São Paulo,853,0.00972,0
2401,Jaborandi,3524204,São Paulo,15,0.00017,0
2402,Jaboticabal,3524303,São Paulo,4052,0.04615,0
2403,Jacareí,3524402,São Paulo,1324,0.01508,0
2404,Jaci,3524501,São Paulo,7,8e-05,0
2405,Jacupiranga,3524600,São Paulo,1195,0.01361,0
2406,Jaguariúna,3524709,São Paulo,116,0.00132,0
2407,Jales,3524808,São Paulo,10469,0.11924,0
2408,Jaú,3525300,São Paulo,3320,0.03781,0
2409,Jeriquara,3525409,São Paulo,24,0.00027,0
2410,Joanópolis,3525508,São Paulo,1,1e-05,0
2411,João Ramalho,3525607,São Paulo,33,0.00038,0
2412,José Bonifácio,3525706,São Paulo,1349,0.01536,0
2413,Júlio Mesquita,3525805,São Paulo,49,0.00056,0
2414,Jumirim,3525854,São Paulo,8,9e-05,0
2415,Jundiaí,3525904,São Paulo,7840,0.08929,0
2416,Junqueirópolis,3526001,São Paulo,168,0.00191,0
2417,Juquiá,3526100,São Paulo,209,0.00238,0
2418,Juquitiba,3526209,São Paulo,1594,0.01815,0
2419,Lagoinha,3526308,São Paulo,19,0.00022,0
2420,Laranjal Paulista,3526407,São Paulo,88,0.001,0
2421,Lavínia,3526506,São Paulo,4,5e-05,0
2422,Lavrinhas,3526605,São Paulo,4,5e-05,0
2423,Leme,3526704,São Paulo,1686,0.0192,0
2424,Lençóis Paulista,3526803,São Paulo,1517,0.01728,0
2425,Limeira,3526902,São Paulo,1221,0.01391,0
2426,Lindóia,3527009,São Paulo,45,0.00051,0
2427,Lins,3527108,São Paulo,5879,0.06696,0
2428,Lorena,3527207,São Paulo,340,0.00387,0
2429,Lucélia,3527405,São Paulo,561,0.00639,0
2430,Lucianópolis,3527504,São Paulo,8,9e-05,0
2431,Luiziânia,3527702,São Paulo,105,0.0012,0
2432,Lupércio,3527801,São Paulo,567,0.00646,0
2433,Lutécia,3527900,São Paulo,88,0.001,0
2434,Macaubal,3528106,São Paulo,37,0.00042,0
